customUser:user_Id,date,cancel_order_clicked(eventcount),cancel_order_clicked(Duration),confirm_order_button(eventcount),confirm_order_button(Duration),coupon_applied_clicked(eventcount),coupon_applied_clicked(Duration),customer_carecall_clicked(eventcount),customer_carecall_clicked(Duration),home_page(eventcount),home_page(Duration),login(eventcount),login(Duration),login_screen_reached(eventcount),login_screen_reached(Duration),notification_dismiss(eventcount),notification_dismiss(Duration),notification_foreground(eventcount),notification_foreground(Duration),notification_open(eventcount),notification_open(Duration),notification_receive(eventcount),notification_receive(Duration),order_page(eventcount),order_page(Duration),order_search_clicked(eventcount),order_search_clicked(Duration),otp_screen_reached(eventcount),otp_screen_reached(Duration),product_category_clicked(eventcount),product_category_clicked(Duration),repeatorder_clicked(eventcount),repeatorder_clicked(Duration),reward_page(eventcount),reward_page(Duration),session_start(eventcount),session_start(Duration),track_page(eventcount),track_page(Duration),user_engagement(eventcount),user_engagement(Duration),Grand Total(eventcount),Grand Total(Duration)
,2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,17.343001,2,17.343001
,2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,7.994001,2,7.994001
114304935,2024-03-07,,,1,0.001001,,,,,,,1,2.007976,1,0.014001,1,553.420002,1,0.004001,,,1,488.179989,,,,,1,1.00E-06,,,,,,,,,1,1.939001,1,96.670005,9,1142.235977
114309074,2024-03-16,1,19.527001,1,0.003001,,,,,1,0.001001,1,2.001999,1,0.003001,,,1,2.875002,,,,,,,,,1,0.003001,1,13.981001,,,,,1,0,1,9.838002,1,550.328986,11,598.561995
114311106,2024-04-19,,,,,,,,,,,1,2.03499,1,0.007001,,,,,,,1,0,,,,,1,1.00E-06,,,,,,,1,0,,,1,12.308001,6,14.349993
,2024-04-22,,,1,0.009002,,,,,,,1,2.019998,1,0.002001,,,1,0.004001,,,1,1797.40397,,,,,1,1.00E-06,1,12.203998,,,,,1,0,,,1,155.2487528,9,1966.891724
114343730,2024-03-05,,,,,,,,,,,1,2.018,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82.283001,2,84.301001
,2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,8.977001,2,8.977001
114346247,2024-05-09,,,1,0.001001,,,,,,,1,2.005,,,1,0,1,0.006001,,,1,1722.128989,,,,,,,,,,,,,1,0,1,8.623001,1,26.846501,8,1759.610493
,2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,0.429001,2,0.429001
114348887,2024-02-28,,,,,,,,,,,,,,,1,0,,,,,1,383.746993,,,,,,,,,,,,,1,0,,,1,18.3220015,4,402.0689945
114350619,2024-03-21,,,,,,,1,3.689972,1,1.00E-06,1,1.996996,1,0.002001,,,,,,,,,1,1.00E-06,,,1,0.002001,1,2.755002,,,1,0.001001,1,0,1,6.520004,1,95.066006,11,110.032985
,2024-05-02,,,1,0.003001,,,,,,,1,2.000999,1,0.004001,,,,,,,,,1,2.00E-06,,,1,0.003001,,,1,0.003001,,,1,0,1,19.077004,1,544.461964,9,565.552973
114365293,2024-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,2.071001,2,2.071001
114395257,2024-04-22,,,1,0.003001,,,,,,,1,2.001998,1,0.003001,,,1,9.624002,,,,,,,,,1,0.003001,,,,,,,1,0,1,1.00E-06,1,222.263493,8,233.898497
114400080,2024-03-31,,,,,,,,,,,1,2.005999,,,,,,,,,,,,,,,,,1,4.201001,,,,,,,,,1,1.694001,3,7.901001
114411253,2024-03-16,,,1,0.001001,,,,,1,0.002001,1,1.333987,1,0.008501,,,1,0.002001,,,1,8.9525015,,,,,1,0.001001,,,,,,,1,0,1,2.871003,1,26.95233533,10,40.12433183
,2024-05-03,,,1,0.001001,,,,,,,1,0.624988,1,0.030002,1,755.102987,1,0.002001,,,1,513.6685005,,,,,1,2.00E-06,,,,,,,1,0,1,2.9625015,1,6.6090015,10,1279.000985
114421789,2024-02-19,,,1,1.00E-06,,,,,,,1,2.006998,1,1.852001,,,1,0.008001,,,1,75.518002,,,,,1,1.00E-06,,,1,0.009001,,,1,0,,,1,33.277001,9,1.13E+02
,2024-04-07,,,,,,,,,,,,,1,1.458001,,,,,,,,,,,,,,,,,,,,,1,0,,,1,1.070001,3,2.528002
,2024-04-25,,,1,0.001001,,,,,,,1,2.005992,1,0.015001,,,1,0.007001,,,1,1660.919997,,,,,1,0.001001,,,1,0.001001,,,1,0,1,1.00E-06,1,95.62599,10,1758.576985
114445232,2024-04-08,,,1,0.004001,,,,,,,1,2.001993,,,,,1,0.809001,,,,,,,,,,,,,1,0.001001,,,1,0,1,665.471001,1,601.987996,7,1270.274993
114482210,2024-04-10,,,,,,,,,,,1,2.005995,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.522002,2,32.527997
114521465,2024-03-08,,,1,0.002001,,,,,,,1,2.00399,1,0.012001,,,1,0.004001,,,1,260.612003,1,0.001001,,,1,1.00E-06,,,,,,,,,1,110.383003,1,24.190003,9,397.208004
,2024-05-02,1,7.896001,,,,,,,,,1,2.011996,,,,,,,,,,,,,,,,,,,,,,,,,1,0.597001,1,3.817001,4,14.321999
114525441,2024-02-17,,,1,0.001001,,,,,,,1,2.00799,1,0.031001,1,37.135002,1,0.003001,,,1,134.834003,,,,,1,1.00E-06,,,,,,,1,0,1,12.917001,1,67.3300025,10,254.2590025
114531345,2024-02-15,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,0,,,1,69.849002,3,69.849002
,2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.360001,,,,,1,0,,,1,9.449001,3,15.809002
,2024-04-05,,,,,,,,,,,,,,,,,1,0.002001,,,1,311.591995,,,,,,,,,,,,,1,0,1,6.539001,1,79.545002,5,397.677999
,2024-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,2.956001,2,2.956001
,2024-04-28,,,,,,,,,,,,,,,,,,,,,1,1169.589989,,,,,,,1,23.010001,,,,,1,0,,,1,90.279001,4,1282.878991
,2024-04-30,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,1,0
114533936,2024-02-16,,,1,0.001001,,,,,,,1,2.009992,,,1,6.139001,1,0.020001,,,1,125.2785015,,,,,,,,,,,,,1,0,1,7.926501,1,3.2990015,8,144.673999
,2024-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,25.349001,2,25.349001
,2024-02-18,,,,,,,,,,,,,1,0.003001,,,,,,,,,,,,,1,0.002001,,,,,,,1,0,,,1,25.194002,4,25.199004
,2024-02-29,,,1,0.001001,,,,,,,1,0.177988,1,0.005001,1,34.731001,1,0.009001,,,1,4.343501,,,,,1,1.00E-06,,,,,,,1,0,1,8.348501,1,40.40100267,10,88.01699767
114571621,2024-05-07,,,1,0.002001,,,,,1,0.0025055,1,2.007988,,,,,1,0.003001,,,1,49.6470015,1,1.00E-06,,,,,,,1,1.00E-06,1,0.0010015,1,0,1,1292.457509,1,344.338986,11,1688.459996
,2024-05-08,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,1,0
114572666,2024-03-11,,,,,,,,,,,1,0.30699,1,0.012001,,,,,,,1,11.119001,,,,,1,1.00E-06,,,,,,,1,0,,,1,14.311001,6,25.748994
114580654,2024-05-12,,,,,,,,,1,0.001001,1,2.022987,,,,,,,,,,,,,,,,,,,,,1,1.00E-06,,,1,13.188002,1,23.726002,5,38.937993
,2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,2.079001,2,2.079001
114605050,2024-03-21,,,1,0.001001,,,,,1,0.001001,1,2.007991,1,0.029001,1,7.481002,1,0.005001,,,1,528.338003,,,,,1,0.001001,,,,,,,1,0,1,38.0095015,1,5.778002,11,581.6515045
114610765,2024-03-05,,,,,,,,,,,1,1.999996,,,,,,,,,,,,,,,,,1,3.965001,1,0.001001,,,,,,,1,68.330011,4,74.296009
114614184,2024-04-10,,,1,0.001001,,,,,1,1.00E-06,1,2.007992,,,1,0,1,0.003001,,,1,111.392986,,,,,,,,,,,,,,,1,38.712004,1,5781.370997,8,5933.487982
114618658,2024-04-04,,,,,,,,,1,0.001002,1,2.004995,,,,,,,,,,,,,,,,,,,,,1,1.00E-06,,,1,12.734005,1,2.967001,5,17.707004
114622950,2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,198.020001,2,198.020001
,2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,160.832001,2,160.832001
114624040,2024-03-23,1,8.973001,1,0.002001,,,,,,,1,2.001996,1,0.001001,,,1,2.380002,,,,,1,0.001001,,,1,0.002001,,,1,0.002001,,,1,0,1,2.430001,1,744.42001,11,760.213015
,2024-04-18,,,,,,,,,,,,,1,0.001001,,,,,,,,,,,,,,,,,,,,,1,0,,,1,25.080994,3,25.081995
114626627,2024-04-24,,,1,0.004002,,,,,,,1,2.010999,1,0.001001,,,1,6.069003,,,,,,,,,1,0.002001,,,1,0.003002,,,1,0,1,0.005002,1,385.054975,9,393.149985
114641900,2024-04-23,,,1,0.002001,,,,,1,0.007001,1,2.001991,,,,,1,0.779001,1,801.622992,,,1,0.004001,,,,,,,,,1,0.003002,,,1,183.471006,1,1594.365984,9,2582.256979
114748855,2024-03-02,,,1,0.001001,,,,,1,1.00E-06,1,2.003992,1,0.031001,,,1,0.006002,,,1,1635.814996,,,,,1,0.001001,1,22.616002,,,1,1.00E-06,1,0,1,85.758979,1,289.866012,12,2036.098988
114751713,2024-05-01,,,1,0.003001,,,,,,,1,2.001996,,,,,1,35.696989,,,,,1,1.00E-06,,,,,,,,,,,,,1,5.022002,1,435.095002,6,477.818991
114756444,2024-05-04,,,1,0.003001,,,,,,,1,2.000983,,,,,1,54.692002,,,,,,,,,,,1,5.851002,,,,,,,1,1.538003,1,1337.653976,6,1401.738967
114759665,2024-04-05,,,,,,,,,,,1,2.007991,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,16.251001,3,18.258992
114872929,2024-05-13,,,,,,,,,,,1,2.007494,1,2.275501,,,,,,,,,,,,,1,0.000501,,,,,,,,,1,20.1320065,1,96.9285065,5,121.344009
114955547,2024-03-08,,,,,,,,,,,1,1.402493,1,0.012501,,,,,,,,,,,,,1,1.00E-06,,,,,,,1,0,1,22.382336,1,14.5822014,6,38.3795324
123123123,2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,277.9944455,1,277.9944455
207206017,2024-03-08,,,,,,,,,,,1,2.2339895,1,0.008001,1,13.12100167,,,,,1,549.9616667,,,,,1,0.0003343333333,,,,,,,1,0,,,1,32.9028024,7,598.2277956
700009218,2024-03-04,,,,,,,,,,,1,2.018487,,,,,,,,,,,,,,,,,,,,,,,1,0,1,603.2559978,1,159.7659979,4,765.0404827
700102168,2024-05-13,,,,,,,,,,,1,1.2969865,,,,,,,,,1,50.0869935,,,,,,,,,,,,,,,1,5.882002,1,127.5810047,4,184.8469867
700220014,2024-04-30,,,,,,,,,1,0.001002,1,1.1444895,1,0.5395015,,,,,,,1,119.248001,1,0.0020015,,,,,,,,,,,1,0,1,226.866336,1,5.239668333,8,353.0409998
700227302,2024-05-10,,,1,0.000501,,,,,,,,,,,,,1,0.014501,,,1,825.689002,,,,,,,,,,,,,,,1,51.72667067,1,582.334329,5,1459.765004
700247286,2024-04-22,,,,,,,,,,,1,1.4909955,1,0.005501,,,,,,,,,,,,,1,0.450001,,,,,,,,,1,63.119001,1,98.037249,5,163.1027475
700377488,2024-04-17,,,,,,,,,,,1,0.864989,1,0.013001,1,100.155502,,,,,1,147.5425025,,,,,1,0.001001,,,,,,,,,1,0.886001,1,171.5466687,7,421.0096652
700728953,2024-05-09,,,,,,,,,1,0.0025015,1,3.0079865,1,0.006668,1,10.858002,,,,,1,1146.007489,,,,,1,0.0003343333333,,,,,,,1,0,1,6.497335333,1,8.589668667,9,1174.969985
700803994,2024-03-16,,,,,,,,,1,0.000501,1,2.0064915,1,0.090501,,,,,,,1,345.17,,,,,1,0.002001,,,,,,,1,0,1,105.096336,1,50.02975175,8,502.3955823
700845605,2024-04-12,,,,,,,,,,,1,3.00848075,1,0.0122014,,,,,,,,,,,,,1,0.0027515,,,,,,,1,0,,,1,92.8176038,5,95.84103745
701318466,2024-03-02,,,,,,,,,1,0.005504,1,2.0174925,,,,,,,,,1,487.9715025,,,,,,,,,,,,,,,1,105.0653407,1,74.25634067,5,669.3161803
701445485,2024-04-02,,,,,,,,,,,1,2.029987,1,0.0155015,,,,,,,,,,,,,1,0.002001,,,,,,,1,0,1,8.2627515,1,81.61075,6,91.920991
701470071,2024-05-09,,,,,,,,,,,,,,,,,,,,,1,9.577001,,,,,,,,,,,,,,,,,,,1,9.577001
701507417,2024-04-30,,,,,,,,,,,1,2.0019905,,,,,,,,,,,,,,,,,,,1,0.000501,,,,,,,1,52.5600035,3,54.562495
701509318,2024-05-02,,,,,,,,,1,0.001669666667,1,2.000492,,,,,1,0.009001333333,,,1,281.5566693,,,,,,,,,,,,,1,0,1,309.888507,1,738.938996,7,1332.395335
,2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,43.268003,1,268.2746687,3,311.5426717
701567405,2024-04-07,,,,,,,,,1,0.0020015,1,1.590656333,1,0.009501,,,,,,,1,187.657,,,,,1,0.0020015,,,,,,,1,0,1,244.390001,1,145.795995,8,579.4471563
701579000,2024-03-30,,,,,,,,,,,1,2.009492,,,,,,,,,1,56.6745015,,,,,,,,,,,,,1,0,1,98.482753,1,53.7777525,5,210.944499
701759980,2024-04-28,,,,,,,,,,,1,1.0389895,1,0.013501,,,,,,,1,0.614001,,,,,1,0.0050015,,,,,,,1,0,1,0.939001,1,29.27500233,7,31.88549633
702023498,2024-03-28,,,,,,,,,,,1,2.005989,1,0.004001,,,,,,,,,,,,,1,1.00E-06,,,,,,,,,1,1.624001,1,229.047334,5,232.681326
702106197,2024-02-29,,,,,,,,,1,0.000501,1,2.010988,1,0.008501,,,,,,,,,,,,,1,0.000501,,,,,,,1,0,1,47.338002,1,82.19933667,7,131.5578297
,2024-04-11,,,,,,,,,,,1,2.0269875,1,0.010001,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,,,1,150.834251,5,152.8722405
702139129,2024-03-20,,,,,,,,,,,,,,,,,,,,,1,28.674001,,,,,,,,,,,,,,,,,,,1,28.674001
,2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,301.314252,1,151.766502,2,453.080754
,2024-04-30,,,,,,,,,,,1,2.007992,1,0.641001,,,,,,,,,,,,,1,0.194001,,,,,,,1,0,,,1,43.2475994,5,46.0905934
,2024-05-10,,,,,,,,,1,0.0006686666667,,,1,0.01266833333,,,,,,,,,,,,,,,,,,,,,,,1,213.395338,1,96.28700333,4,309.6956783
702189316,2024-04-20,,,,,,,,,,,1,1.4829825,1,0.014501,,,,,,,1,400.524493,,,,,1,0.000501,,,,,,,,,1,37.7250015,1,114.203002,6,553.950481
702192055,2024-03-10,,,,,,,,,,,1,1.34697,1,0.845501,,,,,,,1,45.209986,,,,,1,0.000501,,,,,,,1,0,1,169.167503,1,255.7636677,7,472.3341287
,2024-04-09,,,,,,,,,,,1,2.00549,1,0.0090015,,,,,,,1,139.2065015,,,,,1,0.0015015,,,,,,,1,0,1,8.974668333,1,69.11833733,7,219.3155002
702197077,2024-02-18,,,,,,,,,1,0.001002,1,2.0079905,1,0.009501,,,,,,,,,,,,,1,0.000501,,,,,,,,,1,133.3415035,1,57.206503,6,192.567001
702248913,2024-04-23,,,,,,,1,0.932501,1,0.004002333333,,,,,,,,,,,1,316.459335,,,,,,,,,,,,,1,0,1,268.885339,1,337.1990028,6,923.4801801
702275423,2024-03-06,,,,,,,,,,,1,2.004992,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.303502,2,26.308494
702285953,2024-04-01,,,,,,,,,,,1,2.01749,1,0.013501,,,,,,,1,15.801001,,,,,1,1.00E-06,,,,,,,1,0,1,77.68266833,1,82.39050033,7,177.9051617
702311926,2024-04-18,,,,,,,,,,,1,1.0839935,,,,,,,,,1,206.3670013,,,,,,,,,,,,,,,,,1,375.2287495,3,582.6797443
702409655,2024-04-10,,,,,,,,,1,0.002004,1,2.0044935,,,,,,,,,1,89.8920015,,,,,,,,,,,,,,,1,1057.602997,1,202.586671,5,1352.088167
702624157,2024-03-11,,,,,,,,,,,1,2.3774945,1,0.008501,,,,,,,,,,,,,1,0.000501,,,1,0.001001,,,1,0,,,1,45.207002,6,47.5944995
702649567,2024-02-22,,,,,,,,,,,1,1.1514895,,,,,,,,,1,753.4200015,,,,,,,,,,,,,,,,,1,26.465002,3,781.036493
,2024-04-28,,,,,,,,,,,1,1.417489,1,0.866001,,,,,,,,,,,,,1,0.002501,,,,,,,1,0,1,32.4330015,1,78.34466233,6,113.0636548
702705736,2024-03-18,,,,,,,,,,,,,,,,,,,,,1,1161.733499,,,,,,,,,,,,,1,0,1,0.477501,1,44.9900015,4,1207.201001
703104601,2024-02-15,,,,,,,,,1,0.007503,1,2.0049895,,,,,,,,,,,,,,,,,,,,,,,,,1,100.8740135,1,89.667003,4,192.553509
703241635,2024-04-30,,,,,,,,,,,1,1.4999905,1,1.230501,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,,,1,404.7530027,5,407.4844952
703305882,2024-03-02,,,,,,,,,,,1,1.9884885,,,,,,,,,,,,,,,,,,,,,,,,,1,25.7944975,1,154.3599965,3,182.1429825
703550156,2024-05-03,,,,,,,,,1,1.00E-06,1,1.2769875,,,,,,,,,1,7.010501,,,,,,,,,,,,,,,1,10.610502,1,11.0285015,5,2.99E+01
703643560,2024-05-12,,,,,,,,,,,1,1.2249915,,,,,,,,,1,767.487485,,,,,,,,,,,,,1,0,,,1,99.46999925,4,868.1824758
703869229,2024-04-11,,,,,,,,,1,0.003002,,,,,,,,,,,,,1,0.001001,,,,,,,,,,,,,1,30.520003,,,3,30.524006
703998286,2024-03-01,,,,,,,,,1,0.001002,1,2.0029925,,,,,,,,,,,1,0.001001,,,,,,,,,1,0.000501,,,1,253.439005,1,221.0485025,6,476.493004
704029459,2024-04-07,,,,,,,,,,,1,2.5199905,1,0.010501,,,,,,,,,,,,,1,0.001001,,,,,,,,,1,254.8380015,1,38.89049925,5,296.2599933
704057606,2024-05-11,,,,,,,,,,,1,1.053494,,,,,,,,,1,19.9800015,,,,,,,,,,,,,,,1,5.096335,1,77.434336,4,103.5641665
704058698,2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,508.4642405,1,508.4642405
704085098,2024-04-29,,,,,,,,,,,1,2.0049895,1,1.8455015,,,,,,,1,909.666662,,,,,1,0.000501,,,,,,,1,0,,,1,26.10800167,6,939.6256557
704092930,2024-02-18,,,,,,,,,1,0.0020015,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.453503,1,19.237502,3,51.6930065
704160817,2024-03-29,,,,,,,,,,,1,1.2289905,1,0.048001,,,,,,,1,39.7050015,,,,,1,0.001001,,,,,,,1,0,,,1,392.674484,6,433.657478
704248114,2024-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92.446005,1,92.446005
704414422,2024-05-02,,,,,,,,,,,1,1.997491,,,,,,,,,1,180.3205015,,,,,,,,,,,,,,,1,42.43933667,1,72.75600167,4,297.5133308
704567197,2024-04-20,,,1,0.001501,,,,,,,1,1.496659667,,,,,1,0.544001,,,1,93.3464945,,,,,,,,,,,,,,,,,1,903.5366617,5,998.9253178
,2024-04-21,,,,,,,,,,,,,1,0.006001,,,,,,,,,,,,,1,0.000501,,,,,,,1,0,1,1.235501,1,359.6115025,5,360.8535055
704613546,2024-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.556003,1,78.556003
,2024-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,208.99525,2,208.99525
704614294,2024-02-23,,,,,,,,,,,1,1.132488,,,,,,,,,1,38.4960015,,,,,,,,,,,,,,,,,1,112.025669,3,151.6541585
704869895,2024-05-13,,,,,,,,,,,1,1.247491,,,,,,,,,1,12.413501,,,,,,,,,,,,,,,1,51.44533633,1,90.43050175,4,155.5368301
704998831,2024-03-29,,,,,,,,,1,0.001001,1,2.0009955,1,0.027501,,,,,,,1,302.8554985,,,,,1,0.001001,,,,,,,1,0,1,13.77200267,1,21.03033333,8,339.688333
705235940,2024-03-01,,,,,,,,,1,0.0175185,,,,,,,,,,,,,1,0.0145015,,,,,,,,,1,0.002501,,,1,137.8395105,1,104.796004,5,242.6700355
705261058,2024-05-04,,,,,,,,,,,,,1,0.601501,,,,,,,,,,,,,,,,,,,,,1,0,,,1,88.74866733,3,89.35016833
705368066,2024-03-18,,,,,,,,,1,0.000501,,,,,,,,,,,,,,,,,,,1,20.1775025,,,,,,,1,99.5190035,1,91.115502,4,210.812509
705392674,2024-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,76.0490015,2,76.0490015
705416505,2024-02-15,,,,,,,,,,,,,,,,,,,,,1,604.1655015,,,,,,,,,,,,,,,1,483.402999,1,372.635006,3,1460.203507
705497102,2024-04-19,,,,,,,,,1,0.000501,1,1.0424835,1,0.008001,,,,,,,1,188.462502,,,,,1,0.000501,,,,,,,,,1,185.0703347,1,220.156004,7,594.7403272
705556734,2024-05-06,,,,,,,,,1,0.001001,1,1.2309935,1,0.009501,,,,,,,1,18.6105015,,,,,1,1.00E-06,,,,,,,1,0,1,348.2456687,1,107.9313367,8,476.0290033
705644292,2024-03-19,,,,,,,,,,,,,,,,,,,,,1,39.39033367,,,,,,,,,,,,,1,0,1,35.514003,1,101.046754,4,175.9510907
705703940,2024-04-29,,,,,,,,,,,1,2.0044915,,,1,614.8930005,,,,,1,110.8439895,,,,,,,,,,,,,,,1,80.4100035,1,18.8245015,5,826.9759865
705818416,2024-04-17,,,,,,,,,1,0.0020015,1,1.146493,1,0.0135015,1,75.1095035,,,,,1,500.922004,,,,,1,0.0010015,,,,,,,,,1,1104.892503,1,76.2440045,8,1758.331012
705879998,2024-05-08,,,,,,,,,,,1,1.8999895,,,,,,,,,,,,,,,,,,,,,,,,,,,1,97.3965055,2,99.296495
705921090,2024-03-12,,,,,,,,,,,1,1.3604855,1,0.017502,,,,,,,,,,,,,1,9.672502,,,,,,,,,1,0.7020015,1,399.7816557,5,411.5341467
,2024-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,498.8433293,2,498.8433293
,2024-05-12,,,,,,,,,,,1,1.1544935,1,0.023502,,,,,,,,,,,,,1,0.0025015,,,,,,,,,1,145.6284975,1,89.79800133,5,236.6069958
706064404,2024-04-11,,,,,,,,,,,1,2.0054925,1,0.009001,,,,,,,1,1024.746487,,,,,1,0.000501,,,,,,,1,0,,,1,7.729001,6,1034.490483
,2024-04-25,,,,,,,,,,,1,2.0064955,1,0.012001,,,,,,,,,,,,,1,0.457501,,,,,,,1,0,,,1,7.330334667,5,9.806332167
706123148,2024-05-03,,,,,,,,,,,1,0.6369895,1,0.007501,,,,,,,1,207.618501,,,,,1,0.0015015,,,,,,,,,1,3.625502,1,227.139005,6,439.029
706151588,2024-04-12,,,,,,,,,,,1,2.006488,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.254504,2,26.260992
706216081,2024-03-20,,,1,0.0195015,,,,,,,,,,,,,1,0.009002,,,1,56.2205035,,,,,,,,,,,,,1,0,1,53.80567567,1,116.708328,6,226.7630107
706276690,2024-05-10,,,1,0.000501,,,,,,,1,2.00565,1,0.006668,,,1,0.001667666667,,,1,579.4117455,,,,,1,0.000668,,,,,,,1,0,1,38.8640025,1,70.55366717,9,690.8445698
706437488,2024-03-23,,,,,,,,,1,0.001502,,,1,0.0152515,,,,,,,,,,,,,,,,,,,,,1,0,1,12.024503,1,276.6312458,5,288.6725023
706524755,2024-03-09,,,,,,,,,,,1,6.490494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.490494
706528002,2024-02-28,,,,,,,,,,,1,2.0724805,1,0.0165015,,,,,,,1,4.834001,,,,,1,0.0010015,,,,,,,,,,,1,231.856005,5,238.7799895
,2024-02-29,,,,,,,,,,,,,,,,,,,,,1,9595.018988,,,,,,,,,,,,,,,,,,,1,9595.018988
706594293,2024-05-08,,,,,,,,,,,1,1.272497,1,1.044001,,,,,,,,,,,,,1,0.002001,,,,,,,1,0,,,1,18.58400125,5,20.90250025
706748103,2024-04-26,,,1,0.001001,,,,,,,1,2.000653667,1,0.021001,,,,,,,1,0.233001,,,,,1,1.00E-06,,,,,,,1,0,,,1,416.6805033,7,418.936161
706949990,2024-02-23,,,,,,,,,1,0.0010015,1,2.0039895,1,0.014001,1,37.091001,,,,,1,47.8365015,,,,,1,0.000501,,,,,,,,,1,272.3670023,1,389.887671,8,749.2016688
707096175,2024-05-01,,,,,,,,,1,0.004001333333,1,2.0044915,,,,,,,,,,,,,,,,,,,,,,,,,1,104.1016683,1,15.47100267,4,121.5811638
707162636,2024-03-22,,,,,,,,,1,0.006509,1,2.0044835,1,0.1110043333,,,,,,,,,,,,,,,,,,,,,1,0,1,127.187519,1,93.28200267,6,222.5915185
707530476,2024-04-14,,,,,,,,,,,,,,,,,,,,,1,1331.666,,,,,,,,,,,,,,,,,,,1,1331.666
,2024-05-13,,,,,,,,,,,1,1.23499,1,0.012001,,,,,,,1,57.5525015,,,,,1,0.002001,,,,,,,1,0,1,16.9520025,1,382.0036687,7,457.7571647
707657195,2024-04-29,,,,,,,,,,,,,,,1,1482.963002,,,,,1,148.9909995,,,,,,,,,,,,,1,0,1,228.5863387,1,62.19200225,5,1922.732342
707684501,2024-05-13,,,,,,,,,,,1,1.5709915,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88.963502,2,90.5344935
707760488,2024-05-12,,,,,,,,,,,1,2.005997,,,,,,,,,1,609.8750005,,,,,,,,,,,,,,,1,106.485505,1,43.479003,4,761.8455055
707784914,2024-03-14,,,,,,,,,,,1,2.0044895,1,0.013501,,,,,,,1,1286.769001,,,,,1,0.000501,,,,,,,1,0,1,0.397001,1,41.668002,7,1330.852495
708097275,2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1154.845002,1,1154.845002
708137576,2024-05-10,,,,,,,,,1,0.0010015,1,1.327493,1,0.005501,,,,,,,,,,,,,1,0.000501,,,,,,,1,0,1,15.7665035,1,682.9839973,7,700.0849973
708257720,2024-03-04,,,,,,,,,,,1,0.8304915,,,,,,,,,1,21.9405015,,,,,,,,,,,,,,,,,1,31.958003,3,54.728996
,2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,4.1615015,1,39.0975015,3,43.259003
708289851,2024-03-30,,,,,,,,,,,1,1.707492,,,,,,,,,1,709.153496,,,,,,,,,,,,,,,1,7.925501,1,524.6090055,4,1243.395495
708456107,2024-04-19,,,,,,,,,,,1,1.3924945,,,,,,,,,1,14.0705015,,,,,,,,,,,,,,,,,1,157.255503,3,172.718499
,2024-04-20,,,,,,,,,,,,,1,0.009001,,,,,,,,,,,,,1,0.001001,,,,,,,1,0,,,1,202.72367,4,202.733672
708462356,2024-05-06,,,,,,,,,,,1,2.298992,,,,,,,,,1,81.573664,,,,,,,,,,,,,,,1,307.3785015,1,178.3307523,4,569.5819098
